Choice_1,Choice_2,Choice_3,Choice_4,Choice_5,count
Aaron S. Foldenauer,Art Chang,Andrew Yang,Joycelyn Taylor,writein,1
Aaron S. Foldenauer,Art Chang,Andrew Yang,Kathryn A. Garcia,Scott M. Stringer,1
Aaron S. Foldenauer,Art Chang,Andrew Yang,Maya D. Wiley,Andrew Yang,1
Aaron S. Foldenauer,Art Chang,Andrew Yang,Maya D. Wiley,Dianne Morales,1
Aaron S. Foldenauer,Art Chang,Andrew Yang,Maya D. Wiley,Eric L. Adams,1
Aaron S. Foldenauer,Art Chang,Andrew Yang,Raymond J. McGuire,Isaac Wright Jr.,1
Aaron S. Foldenauer,Art Chang,Andrew Yang,Raymond J. McGuire,Joycelyn Taylor,1
Aaron S. Foldenauer,Art Chang,Andrew Yang,Raymond J. McGuire,Maya D. Wiley,1
Aaron S. Foldenauer,Art Chang,Andrew Yang,Raymond J. McGuire,Scott M. Stringer,1
Aaron S. Foldenauer,Art Chang,Andrew Yang,Scott M. Stringer,Dianne Morales,1
Aaron S. Foldenauer,Art Chang,Andrew Yang,Scott M. Stringer,Isaac Wright Jr.,1
Aaron S. Foldenauer,Art Chang,Andrew Yang,Scott M. Stringer,Joycelyn Taylor,1
Aaron S. Foldenauer,Art Chang,Andrew Yang,Scott M. Stringer,Kathryn A. Garcia,3
Aaron S. Foldenauer,Art Chang,Andrew Yang,Scott M. Stringer,Raymond J. McGuire,1
Aaron S. Foldenauer,Art Chang,Andrew Yang,Shaun Donovan,Maya D. Wiley,1
Aaron S. Foldenauer,Art Chang,Andrew Yang,Shaun Donovan,Scott M. Stringer,1
Aaron S. Foldenauer,Art Chang,Andrew Yang,Shaun Donovan,skipped,1
Aaron S. Foldenauer,Art Chang,Andrew Yang,skipped,skipped,18
Aaron S. Foldenauer,Art Chang,Andrew Yang,writein,Scott M. Stringer,1
Aaron S. Foldenauer,Art Chang,Art Chang,Eric L. Adams,Maya D. Wiley,1
Aaron S. Foldenauer,Art Chang,Dianne Morales,Andrew Yang,Eric L. Adams,1
Aaron S. Foldenauer,Art Chang,Dianne Morales,Andrew Yang,Joycelyn Taylor,1
Aaron S. Foldenauer,Art Chang,Dianne Morales,Andrew Yang,Raymond J. McGuire,1
Aaron S. Foldenauer,Art Chang,Dianne Morales,Andrew Yang,writein,1
Aaron S. Foldenauer,Art Chang,Dianne Morales,Eric L. Adams,skipped,1
Aaron S. Foldenauer,Art Chang,Dianne Morales,Joycelyn Taylor,Andrew Yang,1
Aaron S. Foldenauer,Art Chang,Dianne Morales,Joycelyn Taylor,Paperboy Love Prince,1
Aaron S. Foldenauer,Art Chang,Dianne Morales,Joycelyn Taylor,Shaun Donovan,1
Aaron S. Foldenauer,Art Chang,Dianne Morales,Kathryn A. Garcia,Andrew Yang,3
Aaron S. Foldenauer,Art Chang,Dianne Morales,Maya D. Wiley,Andrew Yang,1
Aaron S. Foldenauer,Art Chang,Dianne Morales,Paperboy Love Prince,Maya D. Wiley,1
Aaron S. Foldenauer,Art Chang,Dianne Morales,Raymond J. McGuire,Isaac Wright Jr.,1
Aaron S. Foldenauer,Art Chang,Dianne Morales,Raymond J. McGuire,Kathryn A. Garcia,1
Aaron S. Foldenauer,Art Chang,Dianne Morales,Raymond J. McGuire,Scott M. Stringer,1
Aaron S. Foldenauer,Art Chang,Dianne Morales,Scott M. Stringer,Eric L. Adams,1
Aaron S. Foldenauer,Art Chang,Dianne Morales,Scott M. Stringer,Joycelyn Taylor,1
Aaron S. Foldenauer,Art Chang,Dianne Morales,Scott M. Stringer,Raymond J. McGuire,1
Aaron S. Foldenauer,Art Chang,Dianne Morales,Shaun Donovan,Eric L. Adams,1
Aaron S. Foldenauer,Art Chang,Dianne Morales,skipped,skipped,3
Aaron S. Foldenauer,Art Chang,Eric L. Adams,Andrew Yang,Joycelyn Taylor,2
Aaron S. Foldenauer,Art Chang,Eric L. Adams,Andrew Yang,Raymond J. McGuire,1
Aaron S. Foldenauer,Art Chang,Eric L. Adams,Andrew Yang,Scott M. Stringer,1
Aaron S. Foldenauer,Art Chang,Eric L. Adams,Andrew Yang,Shaun Donovan,1
Aaron S. Foldenauer,Art Chang,Eric L. Adams,Andrew Yang,skipped,1
Aaron S. Foldenauer,Art Chang,Eric L. Adams,Andrew Yang,writein,2
Aaron S. Foldenauer,Art Chang,Eric L. Adams,Dianne Morales,Isaac Wright Jr.,1
Aaron S. Foldenauer,Art Chang,Eric L. Adams,Dianne Morales,Kathryn A. Garcia,1
Aaron S. Foldenauer,Art Chang,Eric L. Adams,Isaac Wright Jr.,skipped,1
Aaron S. Foldenauer,Art Chang,Eric L. Adams,Joycelyn Taylor,Dianne Morales,1
Aaron S. Foldenauer,Art Chang,Eric L. Adams,Joycelyn Taylor,Scott M. Stringer,1
Aaron S. Foldenauer,Art Chang,Eric L. Adams,Raymond J. McGuire,Shaun Donovan,1
Aaron S. Foldenauer,Art Chang,Eric L. Adams,Scott M. Stringer,Joycelyn Taylor,1
Aaron S. Foldenauer,Art Chang,Eric L. Adams,Scott M. Stringer,Maya D. Wiley,1
Aaron S. Foldenauer,Art Chang,Eric L. Adams,Scott M. Stringer,Shaun Donovan,1
Aaron S. Foldenauer,Art Chang,Eric L. Adams,Shaun Donovan,Joycelyn Taylor,2
Aaron S. Foldenauer,Art Chang,Eric L. Adams,skipped,Maya D. Wiley,1
Aaron S. Foldenauer,Art Chang,Eric L. Adams,skipped,skipped,3
Aaron S. Foldenauer,Art Chang,Isaac Wright Jr.,Andrew Yang,Scott M. Stringer,1
Aaron S. Foldenauer,Art Chang,Isaac Wright Jr.,Andrew Yang,Shaun Donovan,1
Aaron S. Foldenauer,Art Chang,Isaac Wright Jr.,Andrew Yang,skipped,1
Aaron S. Foldenauer,Art Chang,Isaac Wright Jr.,Andrew Yang,writein,1
Aaron S. Foldenauer,Art Chang,Isaac Wright Jr.,Eric L. Adams,Raymond J. McGuire,1
Aaron S. Foldenauer,Art Chang,Isaac Wright Jr.,Isaac Wright Jr.,Andrew Yang,1
Aaron S. Foldenauer,Art Chang,Isaac Wright Jr.,Joycelyn Taylor,Maya D. Wiley,1
Aaron S. Foldenauer,Art Chang,Isaac Wright Jr.,Paperboy Love Prince,Scott M. Stringer,1
Aaron S. Foldenauer,Art Chang,Isaac Wright Jr.,Raymond J. McGuire,Andrew Yang,1
Aaron S. Foldenauer,Art Chang,Isaac Wright Jr.,Scott M. Stringer,skipped,1
Aaron S. Foldenauer,Art Chang,Isaac Wright Jr.,Shaun Donovan,Andrew Yang,1
Aaron S. Foldenauer,Art Chang,Isaac Wright Jr.,Shaun Donovan,Dianne Morales,1
Aaron S. Foldenauer,Art Chang,Joycelyn Taylor,Andrew Yang,Maya D. Wiley,1
Aaron S. Foldenauer,Art Chang,Joycelyn Taylor,Andrew Yang,Shaun Donovan,1
Aaron S. Foldenauer,Art Chang,Joycelyn Taylor,Dianne Morales,Kathryn A. Garcia,1
Aaron S. Foldenauer,Art Chang,Joycelyn Taylor,Dianne Morales,Raymond J. McGuire,1
Aaron S. Foldenauer,Art Chang,Joycelyn Taylor,Isaac Wright Jr.,writein,1
Aaron S. Foldenauer,Art Chang,Joycelyn Taylor,Scott M. Stringer,Andrew Yang,1
Aaron S. Foldenauer,Art Chang,Joycelyn Taylor,skipped,skipped,2
Aaron S. Foldenauer,Art Chang,Kathryn A. Garcia,Andrew Yang,Dianne Morales,1
Aaron S. Foldenauer,Art Chang,Kathryn A. Garcia,Andrew Yang,Eric L. Adams,1
Aaron S. Foldenauer,Art Chang,Kathryn A. Garcia,Andrew Yang,Joycelyn Taylor,1
Aaron S. Foldenauer,Art Chang,Kathryn A. Garcia,Andrew Yang,Raymond J. McGuire,1
Aaron S. Foldenauer,Art Chang,Kathryn A. Garcia,Dianne Morales,Maya D. Wiley,1
Aaron S. Foldenauer,Art Chang,Kathryn A. Garcia,Dianne Morales,Raymond J. McGuire,1
Aaron S. Foldenauer,Art Chang,Kathryn A. Garcia,Eric L. Adams,Andrew Yang,2
Aaron S. Foldenauer,Art Chang,Kathryn A. Garcia,Eric L. Adams,skipped,2
Aaron S. Foldenauer,Art Chang,Kathryn A. Garcia,Joycelyn Taylor,skipped,1
Aaron S. Foldenauer,Art Chang,Kathryn A. Garcia,Shaun Donovan,Scott M. Stringer,1
Aaron S. Foldenauer,Art Chang,Kathryn A. Garcia,skipped,skipped,2
Aaron S. Foldenauer,Art Chang,Maya D. Wiley,Eric L. Adams,Joycelyn Taylor,1
Aaron S. Foldenauer,Art Chang,Maya D. Wiley,Kathryn A. Garcia,Dianne Morales,1
Aaron S. Foldenauer,Art Chang,Maya D. Wiley,Kathryn A. Garcia,Raymond J. McGuire,1
Aaron S. Foldenauer,Art Chang,Maya D. Wiley,Raymond J. McGuire,Dianne Morales,1
Aaron S. Foldenauer,Art Chang,Maya D. Wiley,Scott M. Stringer,skipped,1
Aaron S. Foldenauer,Art Chang,Maya D. Wiley,Shaun Donovan,Joycelyn Taylor,1
Aaron S. Foldenauer,Art Chang,Maya D. Wiley,skipped,skipped,4
Aaron S. Foldenauer,Art Chang,Paperboy Love Prince,Andrew Yang,Shaun Donovan,1
Aaron S. Foldenauer,Art Chang,Paperboy Love Prince,Eric L. Adams,Shaun Donovan,2
Aaron S. Foldenauer,Art Chang,Paperboy Love Prince,Joycelyn Taylor,skipped,1
Aaron S. Foldenauer,Art Chang,Raymond J. McGuire,Andrew Yang,Eric L. Adams,1
Aaron S. Foldenauer,Art Chang,Raymond J. McGuire,Andrew Yang,Kathryn A. Garcia,1
Aaron S. Foldenauer,Art Chang,Raymond J. McGuire,Eric L. Adams,Andrew Yang,1
Aaron S. Foldenauer,Art Chang,Raymond J. McGuire,Eric L. Adams,Joycelyn Taylor,1
Aaron S. Foldenauer,Art Chang,Raymond J. McGuire,Isaac Wright Jr.,Maya D. Wiley,1
Aaron S. Foldenauer,Art Chang,Raymond J. McGuire,Kathryn A. Garcia,Scott M. Stringer,2
Aaron S. Foldenauer,Art Chang,Raymond J. McGuire,Maya D. Wiley,Joycelyn Taylor,1
Aaron S. Foldenauer,Art Chang,Raymond J. McGuire,Maya D. Wiley,skipped,1
Aaron S. Foldenauer,Art Chang,Raymond J. McGuire,Paperboy Love Prince,Scott M. Stringer,1
Aaron S. Foldenauer,Art Chang,Raymond J. McGuire,Raymond J. McGuire,Raymond J. McGuire,1
Aaron S. Foldenauer,Art Chang,Raymond J. McGuire,Shaun Donovan,Eric L. Adams,1
Aaron S. Foldenauer,Art Chang,Raymond J. McGuire,Shaun Donovan,skipped,1
Aaron S. Foldenauer,Art Chang,Raymond J. McGuire,skipped,skipped,1
Aaron S. Foldenauer,Art Chang,Scott M. Stringer,Andrew Yang,Art Chang,1
Aaron S. Foldenauer,Art Chang,Scott M. Stringer,Andrew Yang,Eric L. Adams,2
Aaron S. Foldenauer,Art Chang,Scott M. Stringer,Andrew Yang,Maya D. Wiley,1
Aaron S. Foldenauer,Art Chang,Scott M. Stringer,Andrew Yang,Raymond J. McGuire,1
Aaron S. Foldenauer,Art Chang,Scott M. Stringer,Eric L. Adams,Joycelyn Taylor,2
Aaron S. Foldenauer,Art Chang,Scott M. Stringer,Eric L. Adams,overvote,1
Aaron S. Foldenauer,Art Chang,Scott M. Stringer,Kathryn A. Garcia,Joycelyn Taylor,1
Aaron S. Foldenauer,Art Chang,Scott M. Stringer,Maya D. Wiley,Paperboy Love Prince,1
Aaron S. Foldenauer,Art Chang,Scott M. Stringer,Paperboy Love Prince,Aaron S. Foldenauer,1
Aaron S. Foldenauer,Art Chang,Scott M. Stringer,Paperboy Love Prince,Maya D. Wiley,1
Aaron S. Foldenauer,Art Chang,Scott M. Stringer,Raymond J. McGuire,Eric L. Adams,1
Aaron S. Foldenauer,Art Chang,Scott M. Stringer,Raymond J. McGuire,Maya D. Wiley,1
Aaron S. Foldenauer,Art Chang,Scott M. Stringer,Shaun Donovan,Andrew Yang,2
Aaron S. Foldenauer,Art Chang,Scott M. Stringer,skipped,overvote,1
Aaron S. Foldenauer,Art Chang,Shaun Donovan,Andrew Yang,Dianne Morales,1
Aaron S. Foldenauer,Art Chang,Shaun Donovan,Andrew Yang,Kathryn A. Garcia,1
Aaron S. Foldenauer,Art Chang,Shaun Donovan,Andrew Yang,Maya D. Wiley,1
Aaron S. Foldenauer,Art Chang,Shaun Donovan,Eric L. Adams,skipped,1
Aaron S. Foldenauer,Art Chang,Shaun Donovan,Joycelyn Taylor,Paperboy Love Prince,1
Aaron S. Foldenauer,Art Chang,Shaun Donovan,Kathryn A. Garcia,Maya D. Wiley,1
Aaron S. Foldenauer,Art Chang,Shaun Donovan,Maya D. Wiley,Andrew Yang,2
Aaron S. Foldenauer,Art Chang,Shaun Donovan,Raymond J. McGuire,Andrew Yang,1
Aaron S. Foldenauer,Art Chang,Shaun Donovan,Scott M. Stringer,Kathryn A. Garcia,2
Aaron S. Foldenauer,Art Chang,Shaun Donovan,skipped,skipped,1
Aaron S. Foldenauer,Art Chang,overvote,Raymond J. McGuire,writein,1
Aaron S. Foldenauer,Art Chang,overvote,Scott M. Stringer,Dianne Morales,1
Aaron S. Foldenauer,Art Chang,overvote,overvote,Paperboy Love Prince,1
Aaron S. Foldenauer,Art Chang,skipped,Eric L. Adams,Andrew Yang,1
Aaron S. Foldenauer,Art Chang,skipped,Maya D. Wiley,Raymond J. McGuire,1
Aaron S. Foldenauer,Art Chang,skipped,Scott M. Stringer,writein,1
Aaron S. Foldenauer,Art Chang,skipped,Shaun Donovan,skipped,2
Aaron S. Foldenauer,Art Chang,skipped,skipped,skipped,22
Aaron S. Foldenauer,Art Chang,skipped,writein,skipped,1
Aaron S. Foldenauer,Art Chang,writein,Shaun Donovan,Raymond J. McGuire,1
Aaron S. Foldenauer,Dianne Morales,Aaron S. Foldenauer,Aaron S. Foldenauer,Aaron S. Foldenauer,2
Aaron S. Foldenauer,Dianne Morales,Aaron S. Foldenauer,Aaron S. Foldenauer,Scott M. Stringer,1
Aaron S. Foldenauer,Dianne Morales,Aaron S. Foldenauer,Dianne Morales,Aaron S. Foldenauer,2
Aaron S. Foldenauer,Dianne Morales,Aaron S. Foldenauer,Dianne Morales,Raymond J. McGuire,1
Aaron S. Foldenauer,Dianne Morales,Aaron S. Foldenauer,Raymond J. McGuire,skipped,1
Aaron S. Foldenauer,Dianne Morales,Aaron S. Foldenauer,Scott M. Stringer,skipped,1
Aaron S. Foldenauer,Dianne Morales,Aaron S. Foldenauer,skipped,skipped,1
Aaron S. Foldenauer,Dianne Morales,Andrew Yang,Art Chang,Isaac Wright Jr.,1
Aaron S. Foldenauer,Dianne Morales,Andrew Yang,Art Chang,Joycelyn Taylor,1
Aaron S. Foldenauer,Dianne Morales,Andrew Yang,Art Chang,Maya D. Wiley,1
Aaron S. Foldenauer,Dianne Morales,Andrew Yang,Art Chang,Paperboy Love Prince,1
Aaron S. Foldenauer,Dianne Morales,Andrew Yang,Art Chang,Raymond J. McGuire,2
Aaron S. Foldenauer,Dianne Morales,Andrew Yang,Art Chang,skipped,1
Aaron S. Foldenauer,Dianne Morales,Andrew Yang,Eric L. Adams,Joycelyn Taylor,1
Aaron S. Foldenauer,Dianne Morales,Andrew Yang,Eric L. Adams,Maya D. Wiley,1
Aaron S. Foldenauer,Dianne Morales,Andrew Yang,Eric L. Adams,Paperboy Love Prince,1
Aaron S. Foldenauer,Dianne Morales,Andrew Yang,Eric L. Adams,Shaun Donovan,1
Aaron S. Foldenauer,Dianne Morales,Andrew Yang,Isaac Wright Jr.,Joycelyn Taylor,1
Aaron S. Foldenauer,Dianne Morales,Andrew Yang,Isaac Wright Jr.,writein,1
Aaron S. Foldenauer,Dianne Morales,Andrew Yang,Joycelyn Taylor,Kathryn A. Garcia,1
Aaron S. Foldenauer,Dianne Morales,Andrew Yang,Joycelyn Taylor,Paperboy Love Prince,1
Aaron S. Foldenauer,Dianne Morales,Andrew Yang,Joycelyn Taylor,Raymond J. McGuire,1
Aaron S. Foldenauer,Dianne Morales,Andrew Yang,Kathryn A. Garcia,Andrew Yang,1
Aaron S. Foldenauer,Dianne Morales,Andrew Yang,Kathryn A. Garcia,Art Chang,2
Aaron S. Foldenauer,Dianne Morales,Andrew Yang,Kathryn A. Garcia,Eric L. Adams,2
Aaron S. Foldenauer,Dianne Morales,Andrew Yang,Kathryn A. Garcia,Joycelyn Taylor,3
Aaron S. Foldenauer,Dianne Morales,Andrew Yang,Kathryn A. Garcia,Raymond J. McGuire,1
Aaron S. Foldenauer,Dianne Morales,Andrew Yang,Kathryn A. Garcia,Scott M. Stringer,1
Aaron S. Foldenauer,Dianne Morales,Andrew Yang,Kathryn A. Garcia,skipped,1
Aaron S. Foldenauer,Dianne Morales,Andrew Yang,Maya D. Wiley,Art Chang,2
Aaron S. Foldenauer,Dianne Morales,Andrew Yang,Maya D. Wiley,skipped,1
Aaron S. Foldenauer,Dianne Morales,Andrew Yang,Paperboy Love Prince,Isaac Wright Jr.,1
Aaron S. Foldenauer,Dianne Morales,Andrew Yang,Paperboy Love Prince,Kathryn A. Garcia,1
Aaron S. Foldenauer,Dianne Morales,Andrew Yang,Paperboy Love Prince,skipped,1
Aaron S. Foldenauer,Dianne Morales,Andrew Yang,Raymond J. McGuire,Eric L. Adams,1
Aaron S. Foldenauer,Dianne Morales,Andrew Yang,Raymond J. McGuire,Isaac Wright Jr.,1
Aaron S. Foldenauer,Dianne Morales,Andrew Yang,Raymond J. McGuire,Joycelyn Taylor,1
Aaron S. Foldenauer,Dianne Morales,Andrew Yang,Raymond J. McGuire,Kathryn A. Garcia,1
Aaron S. Foldenauer,Dianne Morales,Andrew Yang,Raymond J. McGuire,Scott M. Stringer,1
Aaron S. Foldenauer,Dianne Morales,Andrew Yang,Scott M. Stringer,Maya D. Wiley,1
Aaron S. Foldenauer,Dianne Morales,Andrew Yang,Scott M. Stringer,skipped,1
Aaron S. Foldenauer,Dianne Morales,Andrew Yang,Shaun Donovan,Kathryn A. Garcia,1
Aaron S. Foldenauer,Dianne Morales,Andrew Yang,Shaun Donovan,Maya D. Wiley,1
Aaron S. Foldenauer,Dianne Morales,Andrew Yang,overvote,skipped,1
Aaron S. Foldenauer,Dianne Morales,Andrew Yang,overvote,writein,1
Aaron S. Foldenauer,Dianne Morales,Andrew Yang,skipped,skipped,10
Aaron S. Foldenauer,Dianne Morales,Art Chang,Andrew Yang,Eric L. Adams,2
Aaron S. Foldenauer,Dianne Morales,Art Chang,Andrew Yang,Joycelyn Taylor,4
Aaron S. Foldenauer,Dianne Morales,Art Chang,Andrew Yang,Kathryn A. Garcia,2
Aaron S. Foldenauer,Dianne Morales,Art Chang,Andrew Yang,Scott M. Stringer,1
Aaron S. Foldenauer,Dianne Morales,Art Chang,Andrew Yang,Shaun Donovan,1
Aaron S. Foldenauer,Dianne Morales,Art Chang,Andrew Yang,skipped,1
Aaron S. Foldenauer,Dianne Morales,Art Chang,Andrew Yang,writein,2
Aaron S. Foldenauer,Dianne Morales,Art Chang,Eric L. Adams,Andrew Yang,3
Aaron S. Foldenauer,Dianne Morales,Art Chang,Eric L. Adams,Joycelyn Taylor,1
Aaron S. Foldenauer,Dianne Morales,Art Chang,Eric L. Adams,Maya D. Wiley,1
Aaron S. Foldenauer,Dianne Morales,Art Chang,Eric L. Adams,Shaun Donovan,1
Aaron S. Foldenauer,Dianne Morales,Art Chang,Isaac Wright Jr.,Joycelyn Taylor,1
Aaron S. Foldenauer,Dianne Morales,Art Chang,Joycelyn Taylor,skipped,1
Aaron S. Foldenauer,Dianne Morales,Art Chang,Kathryn A. Garcia,Andrew Yang,1
Aaron S. Foldenauer,Dianne Morales,Art Chang,Kathryn A. Garcia,Joycelyn Taylor,3
Aaron S. Foldenauer,Dianne Morales,Art Chang,Kathryn A. Garcia,Shaun Donovan,1
Aaron S. Foldenauer,Dianne Morales,Art Chang,Maya D. Wiley,Andrew Yang,1
Aaron S. Foldenauer,Dianne Morales,Art Chang,Maya D. Wiley,Raymond J. McGuire,1
Aaron S. Foldenauer,Dianne Morales,Art Chang,Maya D. Wiley,skipped,1
Aaron S. Foldenauer,Dianne Morales,Art Chang,Raymond J. McGuire,Isaac Wright Jr.,1
Aaron S. Foldenauer,Dianne Morales,Art Chang,Raymond J. McGuire,Joycelyn Taylor,1
Aaron S. Foldenauer,Dianne Morales,Art Chang,Raymond J. McGuire,writein,1
Aaron S. Foldenauer,Dianne Morales,Art Chang,Scott M. Stringer,Andrew Yang,1
Aaron S. Foldenauer,Dianne Morales,Art Chang,Scott M. Stringer,Shaun Donovan,1
Aaron S. Foldenauer,Dianne Morales,Art Chang,Shaun Donovan,Andrew Yang,3
Aaron S. Foldenauer,Dianne Morales,Art Chang,Shaun Donovan,Joycelyn Taylor,3
Aaron S. Foldenauer,Dianne Morales,Art Chang,Shaun Donovan,Maya D. Wiley,1
Aaron S. Foldenauer,Dianne Morales,Art Chang,Shaun Donovan,Scott M. Stringer,2
Aaron S. Foldenauer,Dianne Morales,Art Chang,skipped,Andrew Yang,1
Aaron S. Foldenauer,Dianne Morales,Art Chang,skipped,Eric L. Adams,2
Aaron S. Foldenauer,Dianne Morales,Art Chang,skipped,skipped,4
Aaron S. Foldenauer,Dianne Morales,Dianne Morales,Dianne Morales,Dianne Morales,1
Aaron S. Foldenauer,Dianne Morales,Dianne Morales,Eric L. Adams,Dianne Morales,1
Aaron S. Foldenauer,Dianne Morales,Eric L. Adams,Andrew Yang,Isaac Wright Jr.,1
Aaron S. Foldenauer,Dianne Morales,Eric L. Adams,Andrew Yang,Joycelyn Taylor,8
Aaron S. Foldenauer,Dianne Morales,Eric L. Adams,Andrew Yang,Kathryn A. Garcia,3
Aaron S. Foldenauer,Dianne Morales,Eric L. Adams,Andrew Yang,Maya D. Wiley,2
Aaron S. Foldenauer,Dianne Morales,Eric L. Adams,Andrew Yang,Paperboy Love Prince,1
Aaron S. Foldenauer,Dianne Morales,Eric L. Adams,Andrew Yang,Raymond J. McGuire,2
Aaron S. Foldenauer,Dianne Morales,Eric L. Adams,Andrew Yang,skipped,4
Aaron S. Foldenauer,Dianne Morales,Eric L. Adams,Andrew Yang,writein,2
Aaron S. Foldenauer,Dianne Morales,Eric L. Adams,Art Chang,Andrew Yang,1
Aaron S. Foldenauer,Dianne Morales,Eric L. Adams,Art Chang,Paperboy Love Prince,2
Aaron S. Foldenauer,Dianne Morales,Eric L. Adams,Art Chang,skipped,1
Aaron S. Foldenauer,Dianne Morales,Eric L. Adams,Eric L. Adams,Shaun Donovan,1
Aaron S. Foldenauer,Dianne Morales,Eric L. Adams,Isaac Wright Jr.,Joycelyn Taylor,6
Aaron S. Foldenauer,Dianne Morales,Eric L. Adams,Isaac Wright Jr.,Shaun Donovan,1
Aaron S. Foldenauer,Dianne Morales,Eric L. Adams,Joycelyn Taylor,Art Chang,1
Aaron S. Foldenauer,Dianne Morales,Eric L. Adams,Joycelyn Taylor,Eric L. Adams,1
Aaron S. Foldenauer,Dianne Morales,Eric L. Adams,Joycelyn Taylor,Kathryn A. Garcia,1
Aaron S. Foldenauer,Dianne Morales,Eric L. Adams,Joycelyn Taylor,Maya D. Wiley,5
Aaron S. Foldenauer,Dianne Morales,Eric L. Adams,Joycelyn Taylor,Scott M. Stringer,2
Aaron S. Foldenauer,Dianne Morales,Eric L. Adams,Joycelyn Taylor,skipped,3
Aaron S. Foldenauer,Dianne Morales,Eric L. Adams,Kathryn A. Garcia,Joycelyn Taylor,4
Aaron S. Foldenauer,Dianne Morales,Eric L. Adams,Kathryn A. Garcia,Paperboy Love Prince,2
Aaron S. Foldenauer,Dianne Morales,Eric L. Adams,Kathryn A. Garcia,Raymond J. McGuire,2
Aaron S. Foldenauer,Dianne Morales,Eric L. Adams,Kathryn A. Garcia,Shaun Donovan,1
Aaron S. Foldenauer,Dianne Morales,Eric L. Adams,Maya D. Wiley,Andrew Yang,1
Aaron S. Foldenauer,Dianne Morales,Eric L. Adams,Maya D. Wiley,skipped,1
Aaron S. Foldenauer,Dianne Morales,Eric L. Adams,Raymond J. McGuire,Eric L. Adams,1
Aaron S. Foldenauer,Dianne Morales,Eric L. Adams,Raymond J. McGuire,Joycelyn Taylor,1
Aaron S. Foldenauer,Dianne Morales,Eric L. Adams,Raymond J. McGuire,Kathryn A. Garcia,1
Aaron S. Foldenauer,Dianne Morales,Eric L. Adams,Raymond J. McGuire,Maya D. Wiley,1
Aaron S. Foldenauer,Dianne Morales,Eric L. Adams,Raymond J. McGuire,skipped,1
Aaron S. Foldenauer,Dianne Morales,Eric L. Adams,Scott M. Stringer,Andrew Yang,1
Aaron S. Foldenauer,Dianne Morales,Eric L. Adams,Scott M. Stringer,Joycelyn Taylor,1
Aaron S. Foldenauer,Dianne Morales,Eric L. Adams,Scott M. Stringer,Kathryn A. Garcia,2
Aaron S. Foldenauer,Dianne Morales,Eric L. Adams,Scott M. Stringer,Maya D. Wiley,1
Aaron S. Foldenauer,Dianne Morales,Eric L. Adams,Shaun Donovan,Andrew Yang,1
Aaron S. Foldenauer,Dianne Morales,Eric L. Adams,Shaun Donovan,Joycelyn Taylor,3
Aaron S. Foldenauer,Dianne Morales,Eric L. Adams,Shaun Donovan,Maya D. Wiley,1
Aaron S. Foldenauer,Dianne Morales,Eric L. Adams,Shaun Donovan,skipped,1
Aaron S. Foldenauer,Dianne Morales,Eric L. Adams,Shaun Donovan,writein,1
Aaron S. Foldenauer,Dianne Morales,Eric L. Adams,skipped,skipped,18
Aaron S. Foldenauer,Dianne Morales,Isaac Wright Jr.,Andrew Yang,Joycelyn Taylor,1
Aaron S. Foldenauer,Dianne Morales,Isaac Wright Jr.,Andrew Yang,Raymond J. McGuire,1
Aaron S. Foldenauer,Dianne Morales,Isaac Wright Jr.,Andrew Yang,writein,1
Aaron S. Foldenauer,Dianne Morales,Isaac Wright Jr.,Eric L. Adams,Andrew Yang,1
Aaron S. Foldenauer,Dianne Morales,Isaac Wright Jr.,Joycelyn Taylor,Paperboy Love Prince,1
Aaron S. Foldenauer,Dianne Morales,Isaac Wright Jr.,Kathryn A. Garcia,Andrew Yang,1
Aaron S. Foldenauer,Dianne Morales,Isaac Wright Jr.,Maya D. Wiley,Joycelyn Taylor,1
Aaron S. Foldenauer,Dianne Morales,Isaac Wright Jr.,Raymond J. McGuire,Joycelyn Taylor,1
Aaron S. Foldenauer,Dianne Morales,Isaac Wright Jr.,Raymond J. McGuire,Kathryn A. Garcia,1
Aaron S. Foldenauer,Dianne Morales,Isaac Wright Jr.,Raymond J. McGuire,Paperboy Love Prince,1
Aaron S. Foldenauer,Dianne Morales,Isaac Wright Jr.,Raymond J. McGuire,Scott M. Stringer,1
Aaron S. Foldenauer,Dianne Morales,Isaac Wright Jr.,Scott M. Stringer,Joycelyn Taylor,1
Aaron S. Foldenauer,Dianne Morales,Isaac Wright Jr.,Scott M. Stringer,Raymond J. McGuire,1
Aaron S. Foldenauer,Dianne Morales,Isaac Wright Jr.,Shaun Donovan,Andrew Yang,1
Aaron S. Foldenauer,Dianne Morales,Isaac Wright Jr.,Shaun Donovan,Eric L. Adams,1
Aaron S. Foldenauer,Dianne Morales,Isaac Wright Jr.,skipped,skipped,1
Aaron S. Foldenauer,Dianne Morales,Joycelyn Taylor,Andrew Yang,Eric L. Adams,1
Aaron S. Foldenauer,Dianne Morales,Joycelyn Taylor,Art Chang,Dianne Morales,1
Aaron S. Foldenauer,Dianne Morales,Joycelyn Taylor,Art Chang,Raymond J. McGuire,1
Aaron S. Foldenauer,Dianne Morales,Joycelyn Taylor,Art Chang,Scott M. Stringer,1
Aaron S. Foldenauer,Dianne Morales,Joycelyn Taylor,Kathryn A. Garcia,Art Chang,1
