Contest Id,Tabulator Id,Batch Id,Record Id,Precinct,Precinct Portion,rank1,rank2,rank3,rank4,rank5
,2,100,40,,1,Joseph R. Biden,Joseph R. Biden,Joseph R. Biden,Joseph R. Biden,Joseph R. Biden
,2,100,41,,1,Joseph R. Biden,Bernie Sanders,skipped,skipped,skipped
,2,100,42,,1,Undeclared,Undeclared,Undeclared,Undeclared,Undeclared
,2,100,43,,1,Joseph R. Biden,Bernie Sanders,skipped,skipped,skipped
,2,100,44,,1,Joseph R. Biden,Bernie Sanders,Elizabeth Warren,Amy Klobuchar,Tom Steyer
,2,100,45,,1,Joseph R. Biden,Bernie Sanders,skipped,skipped,skipped
,2,100,46,,1,Joseph R. Biden,Bernie Sanders,skipped,skipped,skipped
,2,100,47,,1,Joseph R. Biden,Pete Buttigieg,Tom Steyer,Pete Buttigieg,skipped
,2,100,48,,1,Joseph R. Biden,Bernie Sanders,skipped,skipped,skipped
,2,100,49,,1,Joseph R. Biden,skipped,skipped,skipped,skipped
,2,100,50,,1,Bernie Sanders,Joseph R. Biden,skipped,skipped,skipped
,2,100,51,,1,Pete Buttigieg,Elizabeth Warren,Joseph R. Biden,skipped,skipped
,2,100,53,,1,Joseph R. Biden,Bernie Sanders,skipped,skipped,skipped
,2,100,54,,1,Joseph R. Biden,Amy Klobuchar,Michael R. Bloomberg,skipped,skipped
,2,100,55,,1,Bernie Sanders,Joseph R. Biden,skipped,skipped,skipped
,2,100,56,,1,Joseph R. Biden,Bernie Sanders,Elizabeth Warren,Amy Klobuchar,Pete Buttigieg
,2,100,57,,1,Bernie Sanders,Undeclared,Undeclared,Undeclared,Undeclared
,2,100,58,,1,Joseph R. Biden,Bernie Sanders,Elizabeth Warren,skipped,skipped
,2,100,59,,1,Elizabeth Warren,Amy Klobuchar,Bernie Sanders,Joseph R. Biden,skipped
,2,100,60,,1,Joseph R. Biden,Elizabeth Warren,Bernie Sanders,skipped,skipped
,2,100,61,,1,Bernie Sanders,Joseph R. Biden,skipped,skipped,skipped
,2,100,62,,1,Bernie Sanders,Tulsi Gabbard,Michael R. Bloomberg,Pete Buttigieg,Elizabeth Warren
,2,100,63,,1,Joseph R. Biden,Bernie Sanders,skipped,skipped,skipped
,2,100,64,,1,Joseph R. Biden,Amy Klobuchar,Tom Steyer,Michael R. Bloomberg,Pete Buttigieg
,2,100,65,,1,Joseph R. Biden,Bernie Sanders,Elizabeth Warren,skipped,skipped
,2,100,66,,1,Joseph R. Biden,Bernie Sanders,Tulsi Gabbard,skipped,skipped
,2,100,67,,1,Joseph R. Biden,Elizabeth Warren,Bernie Sanders,skipped,skipped
,2,100,68,,1,Bernie Sanders,Elizabeth Warren,Joseph R. Biden,skipped,skipped
,2,100,69,,1,Joseph R. Biden,skipped,skipped,skipped,skipped
,2,100,71,,1,Joseph R. Biden,Bernie Sanders,skipped,skipped,skipped
,2,100,72,,1,Elizabeth Warren,Bernie Sanders,Pete Buttigieg,Joseph R. Biden,Amy Klobuchar
,2,100,73,,1,Bernie Sanders,Joseph R. Biden,Elizabeth Warren,Pete Buttigieg,Amy Klobuchar
,2,100,74,,1,Joseph R. Biden,Bernie Sanders,skipped,skipped,skipped
,2,100,75,,1,Joseph R. Biden,Bernie Sanders,skipped,skipped,skipped
,2,100,76,,1,Bernie Sanders,skipped,skipped,skipped,skipped
,2,100,77,,1,Bernie Sanders,Tulsi Gabbard,skipped,skipped,skipped
,2,100,78,,1,Bernie Sanders,Tulsi Gabbard,skipped,skipped,skipped
,2,100,79,,1,Bernie Sanders,Pete Buttigieg,Joseph R. Biden,skipped,skipped
,2,100,80,,1,Pete Buttigieg,Joseph R. Biden,skipped,skipped,skipped
,2,100,81,,1,Joseph R. Biden,Bernie Sanders,Michael R. Bloomberg,Pete Buttigieg,Amy Klobuchar
,2,100,82,,1,Joseph R. Biden,skipped,skipped,skipped,skipped
,2,100,83,,1,Bernie Sanders,Joseph R. Biden,skipped,skipped,skipped
,2,100,84,,1,Elizabeth Warren,Bernie Sanders,Joseph R. Biden,Amy Klobuchar,Pete Buttigieg
,2,100,85,,1,Bernie Sanders,Tulsi Gabbard,Elizabeth Warren,Pete Buttigieg,Joseph R. Biden
,2,100,86,,1,Bernie Sanders,Joseph R. Biden,skipped,skipped,skipped
,2,100,87,,1,Joseph R. Biden,Bernie Sanders,skipped,skipped,skipped
,2,100,88,,1,Joseph R. Biden,Bernie Sanders,skipped,skipped,skipped
,2,100,89,,1,Joseph R. Biden,Elizabeth Warren,Bernie Sanders,skipped,skipped
,2,100,90,,1,Bernie Sanders,Tom Steyer,Tulsi Gabbard,Joseph R. Biden,skipped
,2,100,91,,1,Joseph R. Biden,skipped,Michael R. Bloomberg,skipped,Bernie Sanders
,2,100,92,,1,Joseph R. Biden,Michael R. Bloomberg,Pete Buttigieg,Elizabeth Warren,Bernie Sanders
,2,100,93,,1,Joseph R. Biden,Bernie Sanders,skipped,skipped,skipped
,2,100,94,,1,Joseph R. Biden,Pete Buttigieg,skipped,skipped,skipped
,2,100,95,,1,Elizabeth Warren,Amy Klobuchar,Joseph R. Biden,Pete Buttigieg,skipped
,2,100,96,,1,Bernie Sanders,Joseph R. Biden,skipped,skipped,skipped
,2,100,97,,1,Joseph R. Biden,skipped,skipped,skipped,skipped
,2,100,99,,1,Joseph R. Biden,skipped,skipped,skipped,skipped
,2,100,52,,1,Joseph R. Biden,Elizabeth Warren,Michael R. Bloomberg,skipped,skipped
,2,100,70,,1,Joseph R. Biden,Tom Steyer,Bernie Sanders,skipped,Amy Klobuchar
,2,100,98,,1,Bernie Sanders,Joseph R. Biden,Tom Steyer,Elizabeth Warren,skipped
,2,100,100,,1,Bernie Sanders,Michael R. Bloomberg,Tulsi Gabbard,overvote,overvote
,2,101,1,,1,Bernie Sanders,Joseph R. Biden,Tulsi Gabbard,skipped,skipped
,2,101,2,,1,Joseph R. Biden,Michael R. Bloomberg,Pete Buttigieg,Elizabeth Warren,Bernie Sanders
,2,101,3,,1,Bernie Sanders,skipped,skipped,skipped,skipped
,2,101,4,,1,Joseph R. Biden,Elizabeth Warren,Pete Buttigieg,skipped,skipped
,2,101,5,,1,Joseph R. Biden,Elizabeth Warren,Bernie Sanders,Amy Klobuchar,Pete Buttigieg
,2,101,6,,1,Bernie Sanders,Elizabeth Warren,Joseph R. Biden,Pete Buttigieg,Tulsi Gabbard
,2,101,7,,1,Joseph R. Biden,Tom Steyer,Elizabeth Warren,Michael R. Bloomberg,skipped
,2,101,8,,1,Joseph R. Biden,Amy Klobuchar,Elizabeth Warren,Pete Buttigieg,Tom Steyer
,2,101,9,,1,Bernie Sanders,Joseph R. Biden,skipped,skipped,skipped
,2,101,10,,1,Bernie Sanders,Joseph R. Biden,skipped,skipped,skipped
,2,101,11,,1,Joseph R. Biden,Bernie Sanders,skipped,skipped,skipped
,2,101,12,,1,Joseph R. Biden,Bernie Sanders,Amy Klobuchar,Elizabeth Warren,Pete Buttigieg
,2,101,13,,1,Joseph R. Biden,Pete Buttigieg,Amy Klobuchar,Bernie Sanders,Elizabeth Warren
,2,101,14,,1,Joseph R. Biden,skipped,skipped,skipped,skipped
,2,101,15,,1,Joseph R. Biden,Elizabeth Warren,Amy Klobuchar,Michael R. Bloomberg,Pete Buttigieg
,2,101,16,,1,Bernie Sanders,Michael R. Bloomberg,Elizabeth Warren,Joseph R. Biden,Amy Klobuchar
,2,101,17,,1,Joseph R. Biden,skipped,skipped,skipped,skipped
,2,101,18,,1,Joseph R. Biden,Tom Steyer,Bernie Sanders,skipped,skipped
,2,101,19,,1,Joseph R. Biden,Bernie Sanders,skipped,skipped,skipped
,2,101,20,,1,Bernie Sanders,skipped,skipped,skipped,skipped
,2,101,21,,1,Joseph R. Biden,Bernie Sanders,skipped,skipped,skipped
,2,101,23,,1,Bernie Sanders,Tulsi Gabbard,skipped,skipped,skipped
,2,101,24,,1,Joseph R. Biden,skipped,skipped,skipped,skipped
,2,101,25,,1,Bernie Sanders,Joseph R. Biden,Elizabeth Warren,Tulsi Gabbard,Amy Klobuchar
,2,101,26,,1,Joseph R. Biden,Bernie Sanders,Elizabeth Warren,skipped,skipped
,2,101,27,,1,Joseph R. Biden,Amy Klobuchar,Elizabeth Warren,Michael R. Bloomberg,Bernie Sanders
,2,101,28,,1,Joseph R. Biden,Bernie Sanders,skipped,skipped,skipped
,2,101,29,,1,Joseph R. Biden,Pete Buttigieg,Amy Klobuchar,Elizabeth Warren,skipped
,2,101,30,,1,Joseph R. Biden,skipped,skipped,skipped,Bernie Sanders
,2,101,31,,1,Joseph R. Biden,Bernie Sanders,skipped,skipped,skipped
,2,101,32,,1,Joseph R. Biden,skipped,skipped,skipped,skipped
,2,101,33,,1,Tulsi Gabbard,Undeclared,skipped,skipped,skipped
,2,101,34,,1,Bernie Sanders,Joseph R. Biden,Elizabeth Warren,Tom Steyer,Michael R. Bloomberg
,2,101,35,,1,Bernie Sanders,Joseph R. Biden,skipped,skipped,skipped
,2,101,36,,1,Joseph R. Biden,Amy Klobuchar,Michael R. Bloomberg,Elizabeth Warren,Pete Buttigieg
,2,101,37,,1,Joseph R. Biden,Bernie Sanders,Michael R. Bloomberg,Elizabeth Warren,Undeclared
,2,101,38,,1,Bernie Sanders,Elizabeth Warren,Tulsi Gabbard,Pete Buttigieg,Amy Klobuchar
,2,101,39,,1,Joseph R. Biden,Bernie Sanders,Elizabeth Warren,Pete Buttigieg,Amy Klobuchar
,2,101,40,,1,Elizabeth Warren,Bernie Sanders,Amy Klobuchar,Joseph R. Biden,Pete Buttigieg
,2,101,41,,1,Elizabeth Warren,Bernie Sanders,Joseph R. Biden,Pete Buttigieg,skipped
,2,101,42,,1,Bernie Sanders,Joseph R. Biden,Joseph R. Biden,skipped,skipped
,2,101,43,,1,Joseph R. Biden,Amy Klobuchar,Tom Steyer,Pete Buttigieg,Bernie Sanders
,2,101,44,,1,Bernie Sanders,Elizabeth Warren,Amy Klobuchar,Pete Buttigieg,skipped
,2,101,45,,1,Joseph R. Biden,Bernie Sanders,skipped,skipped,skipped
,2,101,46,,1,Bernie Sanders,Joseph R. Biden,skipped,skipped,skipped
,2,101,47,,1,Bernie Sanders,skipped,skipped,skipped,skipped
,2,101,48,,1,Joseph R. Biden,Bernie Sanders,Elizabeth Warren,Amy Klobuchar,Michael R. Bloomberg
,2,101,49,,1,Joseph R. Biden,skipped,skipped,skipped,skipped
,2,101,50,,1,Joseph R. Biden,Bernie Sanders,skipped,skipped,skipped
,2,101,52,,1,Bernie Sanders,Tulsi Gabbard,Tom Steyer,Elizabeth Warren,Undeclared
,2,101,53,,1,Joseph R. Biden,skipped,skipped,skipped,skipped
,2,101,54,,1,Joseph R. Biden,skipped,skipped,skipped,skipped
,2,101,55,,1,Joseph R. Biden,Bernie Sanders,skipped,skipped,skipped
,2,101,56,,1,Joseph R. Biden,skipped,skipped,skipped,skipped
,2,101,57,,1,Joseph R. Biden,Bernie Sanders,skipped,skipped,skipped
,2,101,58,,1,Bernie Sanders,Joseph R. Biden,skipped,skipped,skipped
,2,101,59,,1,Bernie Sanders,Joseph R. Biden,skipped,skipped,skipped
,2,101,60,,1,Bernie Sanders,Elizabeth Warren,Pete Buttigieg,Amy Klobuchar,Joseph R. Biden
,2,101,61,,1,Bernie Sanders,Joseph R. Biden,skipped,skipped,skipped
,2,101,62,,1,Joseph R. Biden,skipped,skipped,skipped,skipped
,2,101,63,,1,Joseph R. Biden,Bernie Sanders,Elizabeth Warren,Amy Klobuchar,Pete Buttigieg
,2,101,64,,1,Joseph R. Biden,Pete Buttigieg,skipped,skipped,skipped
,2,101,65,,1,Joseph R. Biden,Bernie Sanders,skipped,skipped,skipped
,2,101,66,,1,Bernie Sanders,Tulsi Gabbard,Elizabeth Warren,skipped,skipped
,2,101,67,,1,Joseph R. Biden,skipped,skipped,skipped,skipped
,2,101,68,,1,Joseph R. Biden,skipped,skipped,skipped,skipped
,2,101,69,,1,Joseph R. Biden,Bernie Sanders,Elizabeth Warren,Pete Buttigieg,Michael R. Bloomberg
,2,101,70,,1,Joseph R. Biden,Tom Steyer,Bernie Sanders,Elizabeth Warren,Pete Buttigieg
,2,101,71,,1,Joseph R. Biden,Bernie Sanders,skipped,skipped,skipped
,2,101,72,,1,Joseph R. Biden,Bernie Sanders,Amy Klobuchar,skipped,skipped
,2,101,73,,1,Bernie Sanders,Elizabeth Warren,skipped,skipped,skipped
,2,101,74,,1,Joseph R. Biden,Bernie Sanders,skipped,skipped,skipped
,2,101,75,,1,Joseph R. Biden,skipped,skipped,skipped,skipped
,2,101,76,,1,Bernie Sanders,skipped,skipped,skipped,skipped
,2,101,77,,1,Bernie Sanders,Joseph R. Biden,skipped,skipped,skipped
,2,101,78,,1,Joseph R. Biden,skipped,skipped,skipped,skipped
,2,101,79,,1,Joseph R. Biden,skipped,skipped,skipped,skipped
,2,101,80,,1,Joseph R. Biden,Elizabeth Warren,Amy Klobuchar,skipped,skipped
,2,101,81,,1,Joseph R. Biden,Elizabeth Warren,Pete Buttigieg,skipped,skipped
,2,101,82,,1,Elizabeth Warren,Joseph R. Biden,skipped,skipped,skipped
,2,101,83,,1,Joseph R. Biden,Bernie Sanders,Tom Steyer,Pete Buttigieg,Tulsi Gabbard
,2,101,84,,1,Joseph R. Biden,Tulsi Gabbard,Bernie Sanders,skipped,skipped
,2,101,85,,1,Pete Buttigieg,Michael R. Bloomberg,skipped,skipped,skipped
,2,101,86,,1,Joseph R. Biden,Elizabeth Warren,Amy Klobuchar,skipped,skipped
,2,101,87,,1,Pete Buttigieg,Elizabeth Warren,Bernie Sanders,Joseph R. Biden,Amy Klobuchar
,2,101,88,,1,Joseph R. Biden,Bernie Sanders,Michael R. Bloomberg,Elizabeth Warren,Pete Buttigieg
,2,101,89,,1,Joseph R. Biden,skipped,skipped,skipped,skipped
,2,101,90,,1,Joseph R. Biden,Pete Buttigieg,Michael R. Bloomberg,Amy Klobuchar,Elizabeth Warren
,2,101,91,,1,Joseph R. Biden,skipped,skipped,skipped,skipped
,2,101,92,,1,Joseph R. Biden,Bernie Sanders,skipped,skipped,skipped
,2,101,93,,1,Joseph R. Biden,Amy Klobuchar,Pete Buttigieg,Tom Steyer,Elizabeth Warren
,2,101,94,,1,Joseph R. Biden,Bernie Sanders,skipped,skipped,skipped
,2,101,95,,1,Bernie Sanders,Joseph R. Biden,Elizabeth Warren,Amy Klobuchar,Pete Buttigieg
,2,101,96,,1,Bernie Sanders,Bernie Sanders,skipped,skipped,skipped
,2,101,97,,1,Joseph R. Biden,Bernie Sanders,skipped,skipped,skipped
,2,101,98,,1,Joseph R. Biden,skipped,skipped,skipped,skipped
,2,101,99,,1,Bernie Sanders,Elizabeth Warren,skipped,skipped,skipped
,2,101,100,,1,Joseph R. Biden,Elizabeth Warren,Pete Buttigieg,Tom Steyer,Undeclared
,2,101,22,,1,overvote,Bernie Sanders,Michael R. Bloomberg,Joseph R. Biden,skipped
,2,101,51,,1,skipped,skipped,skipped,skipped,skipped
,2,102,1,,1,Joseph R. Biden,Joseph R. Biden,Joseph R. Biden,Joseph R. Biden,Joseph R. Biden
,2,102,2,,1,Joseph R. Biden,Bernie Sanders,skipped,skipped,skipped
,2,102,3,,1,Joseph R. Biden,Bernie Sanders,skipped,skipped,skipped
,2,102,4,,1,Joseph R. Biden,Bernie Sanders,skipped,skipped,skipped
,2,102,5,,1,Michael R. Bloomberg,Amy Klobuchar,Elizabeth Warren,Bernie Sanders,Pete Buttigieg
,2,102,6,,1,Joseph R. Biden,Pete Buttigieg,Amy Klobuchar,Elizabeth Warren,Bernie Sanders
,2,102,7,,1,Bernie Sanders,Joseph R. Biden,skipped,skipped,skipped
,2,102,8,,1,Bernie Sanders,Joseph R. Biden,Pete Buttigieg,Elizabeth Warren,skipped
,2,102,9,,1,Joseph R. Biden,skipped,skipped,skipped,skipped
,2,102,11,,1,Bernie Sanders,Joseph R. Biden,Elizabeth Warren,Pete Buttigieg,Michael R. Bloomberg
,2,102,12,,1,Bernie Sanders,Joseph R. Biden,Pete Buttigieg,Elizabeth Warren,Amy Klobuchar
,2,102,13,,1,Bernie Sanders,Joseph R. Biden,Pete Buttigieg,Elizabeth Warren,Undeclared
,2,102,14,,1,Elizabeth Warren,Joseph R. Biden,skipped,skipped,skipped
,2,102,15,,1,Joseph R. Biden,Bernie Sanders,skipped,skipped,skipped
,2,102,16,,1,Bernie Sanders,Joseph R. Biden,skipped,skipped,skipped
,2,102,17,,1,Joseph R. Biden,Elizabeth Warren,Bernie Sanders,Amy Klobuchar,Pete Buttigieg
,2,102,18,,1,Joseph R. Biden,Bernie Sanders,skipped,skipped,skipped
,2,102,19,,1,Joseph R. Biden,skipped,skipped,skipped,skipped
,2,102,20,,1,Joseph R. Biden,skipped,skipped,skipped,skipped
,2,102,21,,1,Joseph R. Biden,Bernie Sanders,skipped,skipped,skipped
,2,102,22,,1,Joseph R. Biden,Amy Klobuchar,Pete Buttigieg,Elizabeth Warren,Michael R. Bloomberg
,2,102,23,,1,Bernie Sanders,Joseph R. Biden,skipped,skipped,skipped
,2,102,24,,1,Joseph R. Biden,Bernie Sanders,skipped,skipped,skipped
,2,102,25,,1,Bernie Sanders,Joseph R. Biden,skipped,skipped,skipped
,2,102,26,,1,Joseph R. Biden,skipped,skipped,skipped,skipped
,2,102,27,,1,Joseph R. Biden,skipped,skipped,skipped,skipped
,2,102,28,,1,Joseph R. Biden,skipped,skipped,skipped,skipped
,2,102,29,,1,Joseph R. Biden,Bernie Sanders,skipped,skipped,skipped
,2,102,30,,1,Joseph R. Biden,Bernie Sanders,skipped,skipped,skipped
,2,102,31,,1,Bernie Sanders,Pete Buttigieg,Tom Steyer,Elizabeth Warren,Michael R. Bloomberg
,2,102,32,,1,Joseph R. Biden,Bernie Sanders,skipped,skipped,skipped
,2,102,33,,1,Bernie Sanders,Elizabeth Warren,Tulsi Gabbard,skipped,skipped
,2,102,34,,1,Bernie Sanders,Amy Klobuchar,Elizabeth Warren,skipped,skipped
,2,102,35,,1,Joseph R. Biden,skipped,skipped,skipped,skipped
,2,102,36,,1,Joseph R. Biden,Amy Klobuchar,Pete Buttigieg,Elizabeth Warren,Michael R. Bloomberg
,2,102,37,,1,Bernie Sanders,Elizabeth Warren,Tulsi Gabbard,skipped,skipped
,2,102,38,,1,Joseph R. Biden,Elizabeth Warren,Bernie Sanders,skipped,skipped
,2,102,39,,1,Bernie Sanders,Joseph R. Biden,skipped,skipped,skipped
,2,102,40,,1,Joseph R. Biden,Bernie Sanders,skipped,skipped,skipped
,2,102,41,,1,Pete Buttigieg,Elizabeth Warren,Joseph R. Biden,skipped,skipped
,2,102,42,,1,Bernie Sanders,Michael R. Bloomberg,Elizabeth Warren,Joseph R. Biden,Tulsi Gabbard
,2,102,43,,1,Bernie Sanders,Joseph R. Biden,Elizabeth Warren,skipped,skipped
,2,102,44,,1,Bernie Sanders,Joseph R. Biden,skipped,skipped,skipped
,2,102,45,,1,Joseph R. Biden,Pete Buttigieg,Amy Klobuchar,Elizabeth Warren,Bernie Sanders
,2,102,46,,1,Joseph R. Biden,Bernie Sanders,Elizabeth Warren,skipped,skipped
,2,102,47,,1,Joseph R. Biden,Bernie Sanders,Tulsi Gabbard,skipped,skipped
,2,102,48,,1,Bernie Sanders,Elizabeth Warren,Joseph R. Biden,Tom Steyer,Amy Klobuchar
,2,102,49,,1,Joseph R. Biden,Bernie Sanders,skipped,skipped,skipped
,2,102,51,,1,Bernie Sanders,Joseph R. Biden,Elizabeth Warren,skipped,skipped
,2,102,52,,1,Joseph R. Biden,Bernie Sanders,skipped,skipped,skipped
,2,102,53,,1,Joseph R. Biden,skipped,skipped,skipped,skipped
,2,102,55,,1,Bernie Sanders,skipped,skipped,skipped,skipped
,2,102,56,,1,Bernie Sanders,skipped,skipped,skipped,skipped
,2,102,57,,1,Joseph R. Biden,Bernie Sanders,skipped,skipped,skipped
,2,102,58,,1,Bernie Sanders,skipped,skipped,skipped,skipped
,2,102,59,,1,Bernie Sanders,Joseph R. Biden,Elizabeth Warren,skipped,skipped
,2,102,60,,1,Joseph R. Biden,Amy Klobuchar,Pete Buttigieg,Michael R. Bloomberg,Elizabeth Warren
,2,102,61,,1,Bernie Sanders,Joseph R. Biden,skipped,skipped,skipped
,2,102,62,,1,Joseph R. Biden,Bernie Sanders,skipped,skipped,skipped
,2,102,63,,1,Bernie Sanders,Joseph R. Biden,Tulsi Gabbard,skipped,skipped
,2,102,64,,1,Joseph R. Biden,Amy Klobuchar,Elizabeth Warren,Bernie Sanders,Pete Buttigieg
,2,102,65,,1,Joseph R. Biden,Tom Steyer,Elizabeth Warren,skipped,skipped
,2,102,66,,1,Bernie Sanders,Joseph R. Biden,skipped,skipped,skipped
,2,102,67,,1,Joseph R. Biden,Bernie Sanders,Tom Steyer,Michael R. Bloomberg,Pete Buttigieg
,2,102,68,,1,Joseph R. Biden,Bernie Sanders,Pete Buttigieg,skipped,skipped
,2,102,69,,1,Joseph R. Biden,Pete Buttigieg,Bernie Sanders,Elizabeth Warren,skipped
,2,102,71,,1,Elizabeth Warren,Bernie Sanders,Joseph R. Biden,skipped,skipped
,2,102,72,,1,Joseph R. Biden,skipped,skipped,skipped,skipped
,2,102,73,,1,Joseph R. Biden,Bernie Sanders,skipped,skipped,skipped
,2,102,74,,1,Elizabeth Warren,Bernie Sanders,Joseph R. Biden,skipped,skipped
,2,102,75,,1,Joseph R. Biden,Bernie Sanders,Elizabeth Warren,Pete Buttigieg,Amy Klobuchar
,2,102,76,,1,Bernie Sanders,Pete Buttigieg,Elizabeth Warren,Joseph R. Biden,skipped
,2,102,77,,1,Joseph R. Biden,skipped,skipped,skipped,skipped
,2,102,79,,1,Bernie Sanders,Joseph R. Biden,skipped,skipped,skipped
,2,102,80,,1,Joseph R. Biden,Bernie Sanders,skipped,skipped,skipped
,2,102,81,,1,Bernie Sanders,Joseph R. Biden,Michael R. Bloomberg,skipped,skipped
,2,102,82,,1,Joseph R. Biden,Pete Buttigieg,Amy Klobuchar,Michael R. Bloomberg,Elizabeth Warren
,2,102,83,,1,Joseph R. Biden,Bernie Sanders,Elizabeth Warren,skipped,skipped
,2,102,84,,1,Bernie Sanders,Joseph R. Biden,Elizabeth Warren,Amy Klobuchar,Pete Buttigieg
,2,102,85,,1,Joseph R. Biden,skipped,skipped,skipped,skipped
,2,102,86,,1,Joseph R. Biden,Bernie Sanders,Tulsi Gabbard,skipped,skipped
,2,102,87,,1,Joseph R. Biden,Joseph R. Biden,Joseph R. Biden,Joseph R. Biden,Joseph R. Biden
,2,102,88,,1,Bernie Sanders,skipped,skipped,skipped,skipped
,2,102,89,,1,Elizabeth Warren,Joseph R. Biden,Bernie Sanders,Pete Buttigieg,Amy Klobuchar
,2,102,90,,1,Joseph R. Biden,Bernie Sanders,skipped,skipped,skipped
,2,102,91,,1,Bernie Sanders,Elizabeth Warren,Joseph R. Biden,Pete Buttigieg,Tom Steyer
,2,102,92,,1,Bernie Sanders,Joseph R. Biden,skipped,skipped,skipped
,2,102,93,,1,Joseph R. Biden,skipped,skipped,skipped,skipped
,2,102,94,,1,Joseph R. Biden,Bernie Sanders,Amy Klobuchar,Elizabeth Warren,Pete Buttigieg
,2,102,95,,1,Bernie Sanders,Tulsi Gabbard,Joseph R. Biden,skipped,skipped
,2,102,96,,1,Bernie Sanders,skipped,skipped,skipped,skipped
,2,102,97,,1,Bernie Sanders,Joseph R. Biden,Elizabeth Warren,Pete Buttigieg,Amy Klobuchar
,2,102,98,,1,Bernie Sanders,Joseph R. Biden,skipped,skipped,skipped
,2,102,99,,1,Joseph R. Biden,skipped,skipped,skipped,skipped
,2,102,100,,1,Joseph R. Biden,Pete Buttigieg,Elizabeth Warren,Amy Klobuchar,Bernie Sanders
,2,102,10,,1,Joseph R. Biden,Bernie Sanders,Pete Buttigieg,overvote,Amy Klobuchar
,2,102,50,,1,Tom Steyer,Bernie Sanders,Pete Buttigieg,Tulsi Gabbard,Michael R. Bloomberg
,2,102,54,,1,Joseph R. Biden,skipped,skipped,skipped,skipped
,2,102,70,,1,Elizabeth Warren,Bernie Sanders,Joseph R. Biden,Bernie Sanders,Joseph R. Biden
,2,102,78,,1,Joseph R. Biden,Bernie Sanders,Pete Buttigieg,Elizabeth Warren,Amy Klobuchar
,2,103,1,,1,Bernie Sanders,Amy Klobuchar,Tom Steyer,Elizabeth Warren,Joseph R. Biden
,2,103,2,,1,Bernie Sanders,Tulsi Gabbard,Joseph R. Biden,skipped,skipped
,2,103,3,,1,Joseph R. Biden,Bernie Sanders,Pete Buttigieg,Bernie Sanders,Tom Steyer
,2,103,4,,1,Bernie Sanders,Joseph R. Biden,skipped,skipped,skipped
,2,103,5,,1,Elizabeth Warren,Joseph R. Biden,skipped,skipped,skipped
,2,103,6,,1,Joseph R. Biden,skipped,skipped,skipped,skipped
,2,103,7,,1,Elizabeth Warren,Amy Klobuchar,Joseph R. Biden,Michael R. Bloomberg,Bernie Sanders
,2,103,8,,1,Bernie Sanders,Joseph R. Biden,Elizabeth Warren,skipped,skipped
,2,103,9,,1,Bernie Sanders,Joseph R. Biden,skipped,skipped,skipped
,2,103,10,,1,Joseph R. Biden,Elizabeth Warren,Pete Buttigieg,Bernie Sanders,skipped
,2,103,11,,1,Joseph R. Biden,Elizabeth Warren,skipped,skipped,Bernie Sanders
,2,103,12,,1,Joseph R. Biden,skipped,skipped,skipped,skipped
,2,103,13,,1,Joseph R. Biden,Bernie Sanders,Amy Klobuchar,skipped,skipped
,2,103,14,,1,Joseph R. Biden,Amy Klobuchar,Pete Buttigieg,Elizabeth Warren,skipped
,2,103,15,,1,Bernie Sanders,Elizabeth Warren,Joseph R. Biden,skipped,skipped
,2,103,16,,1,Joseph R. Biden,skipped,skipped,skipped,skipped
,2,103,17,,1,Joseph R. Biden,Bernie Sanders,skipped,skipped,skipped
,2,103,18,,1,Joseph R. Biden,skipped,skipped,skipped,skipped
,2,103,19,,1,Joseph R. Biden,Bernie Sanders,Tulsi Gabbard,skipped,skipped
,2,103,20,,1,Bernie Sanders,Elizabeth Warren,Tom Steyer,Joseph R. Biden,Pete Buttigieg
,2,103,21,,1,Joseph R. Biden,Elizabeth Warren,Pete Buttigieg,Michael R. Bloomberg,Amy Klobuchar
,2,103,22,,1,Joseph R. Biden,Tulsi Gabbard,skipped,skipped,skipped
,2,103,23,,1,Joseph R. Biden,Tulsi Gabbard,Bernie Sanders,skipped,skipped
,2,103,24,,1,Joseph R. Biden,Bernie Sanders,skipped,skipped,skipped
,2,103,25,,1,Joseph R. Biden,Tom Steyer,skipped,skipped,skipped
,2,103,26,,1,Joseph R. Biden,Bernie Sanders,skipped,skipped,skipped
,2,103,27,,1,Joseph R. Biden,Tulsi Gabbard,skipped,skipped,skipped
,2,103,28,,1,Bernie Sanders,Tulsi Gabbard,Joseph R. Biden,skipped,skipped
,2,103,29,,1,Bernie Sanders,skipped,skipped,skipped,skipped
,2,103,30,,1,Joseph R. Biden,Tom Steyer,Bernie Sanders,Michael R. Bloomberg,Amy Klobuchar
,2,103,31,,1,Bernie Sanders,Elizabeth Warren,Michael R. Bloomberg,skipped,skipped
,2,103,32,,1,Joseph R. Biden,Bernie Sanders,skipped,skipped,skipped
,2,103,33,,1,Bernie Sanders,Elizabeth Warren,Joseph R. Biden,Amy Klobuchar,Undeclared
,2,103,34,,1,Joseph R. Biden,Elizabeth Warren,Pete Buttigieg,Amy Klobuchar,skipped
,2,103,35,,1,Bernie Sanders,Joseph R. Biden,skipped,skipped,skipped
,2,103,36,,1,Joseph R. Biden,Bernie Sanders,Michael R. Bloomberg,skipped,skipped
,2,103,37,,1,Joseph R. Biden,Bernie Sanders,Amy Klobuchar,Elizabeth Warren,Pete Buttigieg
