"ballotID","ballot_type","countingGroup","district","districtType","precinct","precinctPortion","votingLocation","rank1","rank2","rank3","rank4","rank5"
"00008_00000_020343_","Ballot 10 - Type 10","City Election","EAST","DISTRICT","WARD 8 - CITY ONLY","WARD 8 - CITY ONLY","BURLINGTON, VT","EMMA MULVANEY-STANAK","JOAN SHANNON","CHRISTOPHER HAESSLY","WILLIAM EMMONS","skipped"
"00008_00000_132857_","Ballot 10 - Type 10","City Election","EAST","DISTRICT","WARD 8 - CITY ONLY","WARD 8 - CITY ONLY","BURLINGTON, VT","EMMA MULVANEY-STANAK","skipped","skipped","skipped","skipped"
"00008_00000_516562_","Ballot 10 - Type 10","City Election","EAST","DISTRICT","WARD 8 - CITY ONLY","WARD 8 - CITY ONLY","BURLINGTON, VT","EMMA MULVANEY-STANAK","skipped","skipped","skipped","skipped"
"00008_00000_151768_","Ballot 10 - Type 10","City Election","EAST","DISTRICT","WARD 8 - CITY ONLY","WARD 8 - CITY ONLY","BURLINGTON, VT","EMMA MULVANEY-STANAK","JOAN SHANNON","CHRISTOPHER HAESSLY","WILLIAM EMMONS","skipped"
"00008_00000_925685_","Ballot 10 - Type 10","City Election","EAST","DISTRICT","WARD 8 - CITY ONLY","WARD 8 - CITY ONLY","BURLINGTON, VT","JOAN SHANNON","skipped","skipped","skipped","skipped"
"00008_00000_573696_","Ballot 10 - Type 10","City Election","EAST","DISTRICT","WARD 8 - CITY ONLY","WARD 8 - CITY ONLY","BURLINGTON, VT","EMMA MULVANEY-STANAK","skipped","skipped","skipped","skipped"
"00008_00000_905986_","Ballot 10 - Type 10","City Election","EAST","DISTRICT","WARD 8 - CITY ONLY","WARD 8 - CITY ONLY","BURLINGTON, VT","JOAN SHANNON","skipped","skipped","skipped","skipped"
"00008_00000_359428_","Ballot 10 - Type 10","City Election","EAST","DISTRICT","WARD 8 - CITY ONLY","WARD 8 - CITY ONLY","BURLINGTON, VT","EMMA MULVANEY-STANAK","skipped","skipped","skipped","skipped"
"00008_00000_233813_","Ballot 10 - Type 10","City Election","EAST","DISTRICT","WARD 8 - CITY ONLY","WARD 8 - CITY ONLY","BURLINGTON, VT","JOAN SHANNON","EMMA MULVANEY-STANAK","CHRISTOPHER HAESSLY","skipped","skipped"
"00008_00000_105904_","Ballot 10 - Type 10","City Election","EAST","DISTRICT","WARD 8 - CITY ONLY","WARD 8 - CITY ONLY","BURLINGTON, VT","EMMA MULVANEY-STANAK","skipped","skipped","skipped","skipped"
"00008_00000_715352_","Ballot 10 - Type 10","City Election","EAST","DISTRICT","WARD 8 - CITY ONLY","WARD 8 - CITY ONLY","BURLINGTON, VT","JOAN SHANNON","EMMA MULVANEY-STANAK","WILLIAM EMMONS","CHRISTOPHER HAESSLY","skipped"
"00008_00000_683454_","Ballot 10 - Type 10","City Election","EAST","DISTRICT","WARD 8 - CITY ONLY","WARD 8 - CITY ONLY","BURLINGTON, VT","EMMA MULVANEY-STANAK","Write-in","skipped","skipped","skipped"
"00008_00000_569915_","Ballot 10 - Type 10","City Election","EAST","DISTRICT","WARD 8 - CITY ONLY","WARD 8 - CITY ONLY","BURLINGTON, VT","EMMA MULVANEY-STANAK","CHRISTOPHER HAESSLY","WILLIAM EMMONS","Write-in","JOAN SHANNON"
"00008_00000_267197_","Ballot 10 - Type 10","City Election","EAST","DISTRICT","WARD 8 - CITY ONLY","WARD 8 - CITY ONLY","BURLINGTON, VT","EMMA MULVANEY-STANAK","CHRISTOPHER HAESSLY","WILLIAM EMMONS","skipped","skipped"
"00008_00000_568810_","Ballot 10 - Type 10","City Election","EAST","DISTRICT","WARD 8 - CITY ONLY","WARD 8 - CITY ONLY","BURLINGTON, VT","WILLIAM EMMONS","CHRISTOPHER HAESSLY","Write-in","JOAN SHANNON","EMMA MULVANEY-STANAK"
"00008_00000_720427_","Ballot 10 - Type 10","City Election","EAST","DISTRICT","WARD 8 - CITY ONLY","WARD 8 - CITY ONLY","BURLINGTON, VT","EMMA MULVANEY-STANAK","skipped","skipped","skipped","skipped"
"00008_00000_212137_","Ballot 10 - Type 10","City Election","EAST","DISTRICT","WARD 8 - CITY ONLY","WARD 8 - CITY ONLY","BURLINGTON, VT","EMMA MULVANEY-STANAK","skipped","skipped","skipped","skipped"
"00008_00000_224206_","Ballot 10 - Type 10","City Election","EAST","DISTRICT","WARD 8 - CITY ONLY","WARD 8 - CITY ONLY","BURLINGTON, VT","EMMA MULVANEY-STANAK","skipped","skipped","skipped","skipped"
"00008_00000_364491_","Ballot 10 - Type 10","City Election","EAST","DISTRICT","WARD 8 - CITY ONLY","WARD 8 - CITY ONLY","BURLINGTON, VT","JOAN SHANNON","EMMA MULVANEY-STANAK","CHRISTOPHER HAESSLY","WILLIAM EMMONS","skipped"
"00008_00000_421145_","Ballot 10 - Type 10","City Election","EAST","DISTRICT","WARD 8 - CITY ONLY","WARD 8 - CITY ONLY","BURLINGTON, VT","EMMA MULVANEY-STANAK","skipped","skipped","skipped","skipped"
"00008_00000_654122_","Ballot 10 - Type 10","City Election","EAST","DISTRICT","WARD 8 - CITY ONLY","WARD 8 - CITY ONLY","BURLINGTON, VT","JOAN SHANNON","skipped","skipped","skipped","skipped"
"00008_00000_944356_","Ballot 10 - Type 10","City Election","EAST","DISTRICT","WARD 8 - CITY ONLY","WARD 8 - CITY ONLY","BURLINGTON, VT","EMMA MULVANEY-STANAK","skipped","skipped","skipped","skipped"
"00008_00000_696033_","Ballot 10 - Type 10","City Election","EAST","DISTRICT","WARD 8 - CITY ONLY","WARD 8 - CITY ONLY","BURLINGTON, VT","EMMA MULVANEY-STANAK","skipped","skipped","skipped","skipped"
"00008_00000_643140_","Ballot 10 - Type 10","City Election","EAST","DISTRICT","WARD 8 - CITY ONLY","WARD 8 - CITY ONLY","BURLINGTON, VT","EMMA MULVANEY-STANAK","JOAN SHANNON","CHRISTOPHER HAESSLY","WILLIAM EMMONS","skipped"
"00008_00000_791443_","Ballot 10 - Type 10","City Election","EAST","DISTRICT","WARD 8 - CITY ONLY","WARD 8 - CITY ONLY","BURLINGTON, VT","EMMA MULVANEY-STANAK","skipped","skipped","skipped","skipped"
"00008_00000_445759_","Ballot 10 - Type 10","City Election","EAST","DISTRICT","WARD 8 - CITY ONLY","WARD 8 - CITY ONLY","BURLINGTON, VT","CHRISTOPHER HAESSLY","EMMA MULVANEY-STANAK","skipped","skipped","skipped"
"00008_00000_597089_","Ballot 10 - Type 10","City Election","EAST","DISTRICT","WARD 8 - CITY ONLY","WARD 8 - CITY ONLY","BURLINGTON, VT","EMMA MULVANEY-STANAK","skipped","skipped","skipped","skipped"
"00008_00000_925988_","Ballot 10 - Type 10","City Election","EAST","DISTRICT","WARD 8 - CITY ONLY","WARD 8 - CITY ONLY","BURLINGTON, VT","EMMA MULVANEY-STANAK","JOAN SHANNON","WILLIAM EMMONS","CHRISTOPHER HAESSLY","skipped"
"00008_00000_764656_","Ballot 10 - Type 10","City Election","EAST","DISTRICT","WARD 8 - CITY ONLY","WARD 8 - CITY ONLY","BURLINGTON, VT","EMMA MULVANEY-STANAK","JOAN SHANNON","CHRISTOPHER HAESSLY","WILLIAM EMMONS","skipped"
"00008_00000_875652_","Ballot 10 - Type 10","City Election","EAST","DISTRICT","WARD 8 - CITY ONLY","WARD 8 - CITY ONLY","BURLINGTON, VT","EMMA MULVANEY-STANAK","skipped","skipped","skipped","skipped"
"00008_00000_141355_","Ballot 10 - Type 10","City Election","EAST","DISTRICT","WARD 8 - CITY ONLY","WARD 8 - CITY ONLY","BURLINGTON, VT","JOAN SHANNON","skipped","skipped","skipped","skipped"
"00008_00000_707196_","Ballot 10 - Type 10","City Election","EAST","DISTRICT","WARD 8 - CITY ONLY","WARD 8 - CITY ONLY","BURLINGTON, VT","EMMA MULVANEY-STANAK","CHRISTOPHER HAESSLY","WILLIAM EMMONS","JOAN SHANNON","skipped"
"00008_00000_159862_","Ballot 10 - Type 10","City Election","EAST","DISTRICT","WARD 8 - CITY ONLY","WARD 8 - CITY ONLY","BURLINGTON, VT","EMMA MULVANEY-STANAK","skipped","skipped","skipped","skipped"
"00008_00000_603440_","Ballot 10 - Type 10","City Election","EAST","DISTRICT","WARD 8 - CITY ONLY","WARD 8 - CITY ONLY","BURLINGTON, VT","EMMA MULVANEY-STANAK","JOAN SHANNON","skipped","skipped","skipped"
"00008_00000_555775_","Ballot 10 - Type 10","City Election","EAST","DISTRICT","WARD 8 - CITY ONLY","WARD 8 - CITY ONLY","BURLINGTON, VT","EMMA MULVANEY-STANAK","Write-in","skipped","skipped","skipped"
"00008_00000_415902_","Ballot 10 - Type 10","City Election","EAST","DISTRICT","WARD 8 - CITY ONLY","WARD 8 - CITY ONLY","BURLINGTON, VT","EMMA MULVANEY-STANAK","skipped","skipped","skipped","skipped"
"00008_00000_986499_","Ballot 10 - Type 10","City Election","EAST","DISTRICT","WARD 8 - CITY ONLY","WARD 8 - CITY ONLY","BURLINGTON, VT","EMMA MULVANEY-STANAK","CHRISTOPHER HAESSLY","WILLIAM EMMONS","JOAN SHANNON","skipped"
"00008_00000_845898_","Ballot 10 - Type 10","City Election","EAST","DISTRICT","WARD 8 - CITY ONLY","WARD 8 - CITY ONLY","BURLINGTON, VT","CHRISTOPHER HAESSLY","EMMA MULVANEY-STANAK","WILLIAM EMMONS","skipped","skipped"
"00008_00000_518268_","Ballot 10 - Type 10","City Election","EAST","DISTRICT","WARD 8 - CITY ONLY","WARD 8 - CITY ONLY","BURLINGTON, VT","JOAN SHANNON","skipped","skipped","skipped","skipped"
"00008_00000_896737_","Ballot 10 - Type 10","City Election","EAST","DISTRICT","WARD 8 - CITY ONLY","WARD 8 - CITY ONLY","BURLINGTON, VT","EMMA MULVANEY-STANAK","CHRISTOPHER HAESSLY","skipped","skipped","skipped"
"00008_00000_426945_","Ballot 10 - Type 10","City Election","EAST","DISTRICT","WARD 8 - CITY ONLY","WARD 8 - CITY ONLY","BURLINGTON, VT","EMMA MULVANEY-STANAK","WILLIAM EMMONS","CHRISTOPHER HAESSLY","skipped","skipped"
"00008_00000_227431_","Ballot 10 - Type 10","City Election","EAST","DISTRICT","WARD 8 - CITY ONLY","WARD 8 - CITY ONLY","BURLINGTON, VT","JOAN SHANNON","EMMA MULVANEY-STANAK","WILLIAM EMMONS","CHRISTOPHER HAESSLY","skipped"
"00008_00000_231274_","Ballot 10 - Type 10","City Election","EAST","DISTRICT","WARD 8 - CITY ONLY","WARD 8 - CITY ONLY","BURLINGTON, VT","EMMA MULVANEY-STANAK","skipped","skipped","skipped","skipped"
"00008_00000_860705_","Ballot 10 - Type 10","City Election","EAST","DISTRICT","WARD 8 - CITY ONLY","WARD 8 - CITY ONLY","BURLINGTON, VT","JOAN SHANNON","EMMA MULVANEY-STANAK","CHRISTOPHER HAESSLY","WILLIAM EMMONS","skipped"
"00008_00000_787138_","Ballot 10 - Type 10","City Election","EAST","DISTRICT","WARD 8 - CITY ONLY","WARD 8 - CITY ONLY","BURLINGTON, VT","EMMA MULVANEY-STANAK","JOAN SHANNON","CHRISTOPHER HAESSLY","skipped","skipped"
"00008_00000_588109_","Ballot 10 - Type 10","City Election","EAST","DISTRICT","WARD 8 - CITY ONLY","WARD 8 - CITY ONLY","BURLINGTON, VT","EMMA MULVANEY-STANAK","CHRISTOPHER HAESSLY","skipped","skipped","skipped"
"00008_00000_368784_","Ballot 10 - Type 10","City Election","EAST","DISTRICT","WARD 8 - CITY ONLY","WARD 8 - CITY ONLY","BURLINGTON, VT","EMMA MULVANEY-STANAK","skipped","skipped","skipped","skipped"
"00008_00000_379601_","Ballot 10 - Type 10","City Election","EAST","DISTRICT","WARD 8 - CITY ONLY","WARD 8 - CITY ONLY","BURLINGTON, VT","EMMA MULVANEY-STANAK","CHRISTOPHER HAESSLY","WILLIAM EMMONS","JOAN SHANNON","skipped"
"00008_00000_661655_","Ballot 10 - Type 10","City Election","EAST","DISTRICT","WARD 8 - CITY ONLY","WARD 8 - CITY ONLY","BURLINGTON, VT","EMMA MULVANEY-STANAK","JOAN SHANNON","skipped","skipped","skipped"
"00008_00000_951526_","Ballot 10 - Type 10","City Election","EAST","DISTRICT","WARD 8 - CITY ONLY","WARD 8 - CITY ONLY","BURLINGTON, VT","EMMA MULVANEY-STANAK","skipped","skipped","skipped","skipped"
"00008_00000_588049_","Ballot 10 - Type 10","City Election","EAST","DISTRICT","WARD 8 - CITY ONLY","WARD 8 - CITY ONLY","BURLINGTON, VT","EMMA MULVANEY-STANAK","CHRISTOPHER HAESSLY","skipped","skipped","skipped"
"00008_00000_237000_","Ballot 10 - Type 10","City Election","EAST","DISTRICT","WARD 8 - CITY ONLY","WARD 8 - CITY ONLY","BURLINGTON, VT","EMMA MULVANEY-STANAK","WILLIAM EMMONS","skipped","skipped","skipped"
"00008_00000_104422_","Ballot 10 - Type 10","City Election","EAST","DISTRICT","WARD 8 - CITY ONLY","WARD 8 - CITY ONLY","BURLINGTON, VT","EMMA MULVANEY-STANAK","CHRISTOPHER HAESSLY","JOAN SHANNON","skipped","skipped"
"00008_00000_962057_","Ballot 10 - Type 10","City Election","EAST","DISTRICT","WARD 8 - CITY ONLY","WARD 8 - CITY ONLY","BURLINGTON, VT","EMMA MULVANEY-STANAK","skipped","skipped","skipped","skipped"
"00008_00000_851733_","Ballot 10 - Type 10","City Election","EAST","DISTRICT","WARD 8 - CITY ONLY","WARD 8 - CITY ONLY","BURLINGTON, VT","EMMA MULVANEY-STANAK","CHRISTOPHER HAESSLY","skipped","skipped","skipped"
"00008_00000_927196_","Ballot 10 - Type 10","City Election","EAST","DISTRICT","WARD 8 - CITY ONLY","WARD 8 - CITY ONLY","BURLINGTON, VT","EMMA MULVANEY-STANAK","skipped","skipped","skipped","skipped"
"00008_00000_623258_","Ballot 10 - Type 10","City Election","EAST","DISTRICT","WARD 8 - CITY ONLY","WARD 8 - CITY ONLY","BURLINGTON, VT","JOAN SHANNON","skipped","skipped","skipped","skipped"
"00008_00000_821671_","Ballot 10 - Type 10","City Election","EAST","DISTRICT","WARD 8 - CITY ONLY","WARD 8 - CITY ONLY","BURLINGTON, VT","EMMA MULVANEY-STANAK","skipped","skipped","skipped","skipped"
"00008_00000_000426_","Ballot 10 - Type 10","City Election","EAST","DISTRICT","WARD 8 - CITY ONLY","WARD 8 - CITY ONLY","BURLINGTON, VT","JOAN SHANNON","EMMA MULVANEY-STANAK","skipped","skipped","skipped"
"00008_00000_501023_","Ballot 10 - Type 10","City Election","EAST","DISTRICT","WARD 8 - CITY ONLY","WARD 8 - CITY ONLY","BURLINGTON, VT","EMMA MULVANEY-STANAK","Write-in","JOAN SHANNON","CHRISTOPHER HAESSLY","WILLIAM EMMONS"
"00008_00000_033696_","Ballot 10 - Type 10","City Election","EAST","DISTRICT","WARD 8 - CITY ONLY","WARD 8 - CITY ONLY","BURLINGTON, VT","EMMA MULVANEY-STANAK","JOAN SHANNON","skipped","skipped","skipped"
"00008_00000_362058_","Ballot 10 - Type 10","City Election","EAST","DISTRICT","WARD 8 - CITY ONLY","WARD 8 - CITY ONLY","BURLINGTON, VT","EMMA MULVANEY-STANAK","skipped","skipped","skipped","skipped"
"00008_00000_253020_","Ballot 10 - Type 10","City Election","EAST","DISTRICT","WARD 8 - CITY ONLY","WARD 8 - CITY ONLY","BURLINGTON, VT","EMMA MULVANEY-STANAK","JOAN SHANNON","CHRISTOPHER HAESSLY","WILLIAM EMMONS","skipped"
"00008_00000_269897_","Ballot 10 - Type 10","City Election","EAST","DISTRICT","WARD 8 - CITY ONLY","WARD 8 - CITY ONLY","BURLINGTON, VT","EMMA MULVANEY-STANAK","skipped","skipped","skipped","skipped"
"00008_00000_114310_","Ballot 10 - Type 10","City Election","EAST","DISTRICT","WARD 8 - CITY ONLY","WARD 8 - CITY ONLY","BURLINGTON, VT","EMMA MULVANEY-STANAK","CHRISTOPHER HAESSLY","WILLIAM EMMONS","skipped","skipped"
"00008_00000_138729_","Ballot 10 - Type 10","City Election","EAST","DISTRICT","WARD 8 - CITY ONLY","WARD 8 - CITY ONLY","BURLINGTON, VT","EMMA MULVANEY-STANAK","skipped","skipped","skipped","skipped"
"00008_00000_923183_","Ballot 10 - Type 10","City Election","EAST","DISTRICT","WARD 8 - CITY ONLY","WARD 8 - CITY ONLY","BURLINGTON, VT","EMMA MULVANEY-STANAK","CHRISTOPHER HAESSLY","Write-in","WILLIAM EMMONS","JOAN SHANNON"
"00008_00000_170774_","Ballot 10 - Type 10","City Election","EAST","DISTRICT","WARD 8 - CITY ONLY","WARD 8 - CITY ONLY","BURLINGTON, VT","EMMA MULVANEY-STANAK","skipped","skipped","skipped","skipped"
"00008_00000_779766_","Ballot 10 - Type 10","City Election","EAST","DISTRICT","WARD 8 - CITY ONLY","WARD 8 - CITY ONLY","BURLINGTON, VT","JOAN SHANNON","skipped","skipped","skipped","skipped"
"00008_00000_043020_","Ballot 10 - Type 10","City Election","EAST","DISTRICT","WARD 8 - CITY ONLY","WARD 8 - CITY ONLY","BURLINGTON, VT","JOAN SHANNON","skipped","skipped","skipped","skipped"
"00008_00000_465190_","Ballot 10 - Type 10","City Election","EAST","DISTRICT","WARD 8 - CITY ONLY","WARD 8 - CITY ONLY","BURLINGTON, VT","JOAN SHANNON","CHRISTOPHER HAESSLY","EMMA MULVANEY-STANAK","WILLIAM EMMONS","skipped"
"00008_00000_632935_","Ballot 10 - Type 10","City Election","EAST","DISTRICT","WARD 8 - CITY ONLY","WARD 8 - CITY ONLY","BURLINGTON, VT","EMMA MULVANEY-STANAK","Write-in","skipped","skipped","skipped"
"00008_00000_605065_","Ballot 10 - Type 10","City Election","EAST","DISTRICT","WARD 8 - CITY ONLY","WARD 8 - CITY ONLY","BURLINGTON, VT","EMMA MULVANEY-STANAK","CHRISTOPHER HAESSLY","WILLIAM EMMONS","JOAN SHANNON","skipped"
"00008_00000_399607_","Ballot 10 - Type 10","City Election","EAST","DISTRICT","WARD 8 - CITY ONLY","WARD 8 - CITY ONLY","BURLINGTON, VT","EMMA MULVANEY-STANAK","CHRISTOPHER HAESSLY","WILLIAM EMMONS","skipped","skipped"
"00008_00000_695677_","Ballot 10 - Type 10","City Election","EAST","DISTRICT","WARD 8 - CITY ONLY","WARD 8 - CITY ONLY","BURLINGTON, VT","EMMA MULVANEY-STANAK","CHRISTOPHER HAESSLY","WILLIAM EMMONS","skipped","skipped"
"00008_00000_734295_","Ballot 10 - Type 10","City Election","EAST","DISTRICT","WARD 8 - CITY ONLY","WARD 8 - CITY ONLY","BURLINGTON, VT","EMMA MULVANEY-STANAK","skipped","skipped","skipped","skipped"
"00008_00000_681903_","Ballot 10 - Type 10","City Election","EAST","DISTRICT","WARD 8 - CITY ONLY","WARD 8 - CITY ONLY","BURLINGTON, VT","EMMA MULVANEY-STANAK","JOAN SHANNON","skipped","skipped","skipped"
"00008_00000_745533_","Ballot 10 - Type 10","City Election","EAST","DISTRICT","WARD 8 - CITY ONLY","WARD 8 - CITY ONLY","BURLINGTON, VT","WILLIAM EMMONS","CHRISTOPHER HAESSLY","EMMA MULVANEY-STANAK","skipped","skipped"
"00008_00000_106755_","Ballot 10 - Type 10","City Election","EAST","DISTRICT","WARD 8 - CITY ONLY","WARD 8 - CITY ONLY","BURLINGTON, VT","EMMA MULVANEY-STANAK","skipped","skipped","skipped","skipped"
"00008_00000_554875_","Ballot 10 - Type 10","City Election","EAST","DISTRICT","WARD 8 - CITY ONLY","WARD 8 - CITY ONLY","BURLINGTON, VT","EMMA MULVANEY-STANAK","skipped","skipped","skipped","skipped"
"00008_00000_601022_","Ballot 10 - Type 10","City Election","EAST","DISTRICT","WARD 8 - CITY ONLY","WARD 8 - CITY ONLY","BURLINGTON, VT","JOAN SHANNON","WILLIAM EMMONS","CHRISTOPHER HAESSLY","EMMA MULVANEY-STANAK","skipped"
"00008_00000_986869_","Ballot 10 - Type 10","City Election","EAST","DISTRICT","WARD 8 - CITY ONLY","WARD 8 - CITY ONLY","BURLINGTON, VT","EMMA MULVANEY-STANAK","skipped","skipped","skipped","skipped"
"00008_00000_991949_","Ballot 10 - Type 10","City Election","EAST","DISTRICT","WARD 8 - CITY ONLY","WARD 8 - CITY ONLY","BURLINGTON, VT","EMMA MULVANEY-STANAK","skipped","skipped","skipped","skipped"
"00008_00000_264780_","Ballot 10 - Type 10","City Election","EAST","DISTRICT","WARD 8 - CITY ONLY","WARD 8 - CITY ONLY","BURLINGTON, VT","EMMA MULVANEY-STANAK","JOAN SHANNON","skipped","skipped","skipped"
"00008_00000_309299_","Ballot 10 - Type 10","City Election","EAST","DISTRICT","WARD 8 - CITY ONLY","WARD 8 - CITY ONLY","BURLINGTON, VT","EMMA MULVANEY-STANAK","JOAN SHANNON","WILLIAM EMMONS","CHRISTOPHER HAESSLY","skipped"
"00008_00000_477424_","Ballot 10 - Type 10","City Election","EAST","DISTRICT","WARD 8 - CITY ONLY","WARD 8 - CITY ONLY","BURLINGTON, VT","EMMA MULVANEY-STANAK","skipped","skipped","skipped","skipped"
"00008_00000_367124_","Ballot 10 - Type 10","City Election","EAST","DISTRICT","WARD 8 - CITY ONLY","WARD 8 - CITY ONLY","BURLINGTON, VT","EMMA MULVANEY-STANAK","skipped","skipped","skipped","skipped"
"00008_00000_640505_","Ballot 10 - Type 10","City Election","EAST","DISTRICT","WARD 8 - CITY ONLY","WARD 8 - CITY ONLY","BURLINGTON, VT","JOAN SHANNON","EMMA MULVANEY-STANAK","CHRISTOPHER HAESSLY","WILLIAM EMMONS","skipped"
"00008_00000_051060_","Ballot 10 - Type 10","City Election","EAST","DISTRICT","WARD 8 - CITY ONLY","WARD 8 - CITY ONLY","BURLINGTON, VT","EMMA MULVANEY-STANAK","WILLIAM EMMONS","CHRISTOPHER HAESSLY","skipped","skipped"
"00008_00000_782005_","Ballot 10 - Type 10","City Election","EAST","DISTRICT","WARD 8 - CITY ONLY","WARD 8 - CITY ONLY","BURLINGTON, VT","EMMA MULVANEY-STANAK","JOAN SHANNON","CHRISTOPHER HAESSLY","WILLIAM EMMONS","skipped"
"00008_00000_674771_","Ballot 10 - Type 10","City Election","EAST","DISTRICT","WARD 8 - CITY ONLY","WARD 8 - CITY ONLY","BURLINGTON, VT","JOAN SHANNON","EMMA MULVANEY-STANAK","WILLIAM EMMONS","CHRISTOPHER HAESSLY","skipped"
"00008_00000_932874_","Ballot 10 - Type 10","City Election","EAST","DISTRICT","WARD 8 - CITY ONLY","WARD 8 - CITY ONLY","BURLINGTON, VT","JOAN SHANNON","EMMA MULVANEY-STANAK","WILLIAM EMMONS","CHRISTOPHER HAESSLY","skipped"
"00008_00000_921956_","Ballot 10 - Type 10","City Election","EAST","DISTRICT","WARD 8 - CITY ONLY","WARD 8 - CITY ONLY","BURLINGTON, VT","JOAN SHANNON","EMMA MULVANEY-STANAK","skipped","skipped","skipped"
"00008_00000_857138_","Ballot 10 - Type 10","City Election","EAST","DISTRICT","WARD 8 - CITY ONLY","WARD 8 - CITY ONLY","BURLINGTON, VT","EMMA MULVANEY-STANAK","skipped","skipped","skipped","skipped"
"00008_00000_012455_","Ballot 10 - Type 10","City Election","EAST","DISTRICT","WARD 8 - CITY ONLY","WARD 8 - CITY ONLY","BURLINGTON, VT","EMMA MULVANEY-STANAK","skipped","skipped","skipped","skipped"
"00008_00000_111203_","Ballot 10 - Type 10","City Election","EAST","DISTRICT","WARD 8 - CITY ONLY","WARD 8 - CITY ONLY","BURLINGTON, VT","JOAN SHANNON","skipped","skipped","skipped","skipped"
"00008_00000_880435_","Ballot 10 - Type 10","City Election","EAST","DISTRICT","WARD 8 - CITY ONLY","WARD 8 - CITY ONLY","BURLINGTON, VT","EMMA MULVANEY-STANAK","skipped","skipped","skipped","skipped"
"00008_00000_536245_","Ballot 10 - Type 10","City Election","EAST","DISTRICT","WARD 8 - CITY ONLY","WARD 8 - CITY ONLY","BURLINGTON, VT","EMMA MULVANEY-STANAK","skipped","skipped","skipped","skipped"
"00008_00000_453792_","Ballot 10 - Type 10","City Election","EAST","DISTRICT","WARD 8 - CITY ONLY","WARD 8 - CITY ONLY","BURLINGTON, VT","EMMA MULVANEY-STANAK","skipped","skipped","skipped","skipped"
"00008_00000_617066_","Ballot 10 - Type 10","City Election","EAST","DISTRICT","WARD 8 - CITY ONLY","WARD 8 - CITY ONLY","BURLINGTON, VT","EMMA MULVANEY-STANAK","Write-in","skipped","skipped","skipped"
"00008_00000_169444_","Ballot 10 - Type 10","City Election","EAST","DISTRICT","WARD 8 - CITY ONLY","WARD 8 - CITY ONLY","BURLINGTON, VT","EMMA MULVANEY-STANAK","JOAN SHANNON","skipped","skipped","skipped"
"00008_00000_152081_","Ballot 10 - Type 10","City Election","EAST","DISTRICT","WARD 8 - CITY ONLY","WARD 8 - CITY ONLY","BURLINGTON, VT","EMMA MULVANEY-STANAK","skipped","skipped","skipped","skipped"
"00008_00000_814577_","Ballot 10 - Type 10","City Election","EAST","DISTRICT","WARD 8 - CITY ONLY","WARD 8 - CITY ONLY","BURLINGTON, VT","EMMA MULVANEY-STANAK","skipped","skipped","skipped","skipped"
"00008_00000_687073_","Ballot 10 - Type 10","City Election","EAST","DISTRICT","WARD 8 - CITY ONLY","WARD 8 - CITY ONLY","BURLINGTON, VT","EMMA MULVANEY-STANAK","skipped","skipped","skipped","skipped"
"00008_00000_172874_","Ballot 10 - Type 10","City Election","EAST","DISTRICT","WARD 8 - CITY ONLY","WARD 8 - CITY ONLY","BURLINGTON, VT","JOAN SHANNON","skipped","skipped","skipped","skipped"
"00008_00000_068849_","Ballot 10 - Type 10","City Election","EAST","DISTRICT","WARD 8 - CITY ONLY","WARD 8 - CITY ONLY","BURLINGTON, VT","JOAN SHANNON","skipped","skipped","skipped","skipped"
"00008_00000_806826_","Ballot 10 - Type 10","City Election","EAST","DISTRICT","WARD 8 - CITY ONLY","WARD 8 - CITY ONLY","BURLINGTON, VT","EMMA MULVANEY-STANAK","skipped","skipped","skipped","skipped"
"00008_00000_267602_","Ballot 10 - Type 10","City Election","EAST","DISTRICT","WARD 8 - CITY ONLY","WARD 8 - CITY ONLY","BURLINGTON, VT","JOAN SHANNON","EMMA MULVANEY-STANAK","CHRISTOPHER HAESSLY","WILLIAM EMMONS","skipped"
"00008_00000_475653_","Ballot 10 - Type 10","City Election","EAST","DISTRICT","WARD 8 - CITY ONLY","WARD 8 - CITY ONLY","BURLINGTON, VT","JOAN SHANNON","skipped","skipped","skipped","skipped"
"00008_00000_988015_","Ballot 10 - Type 10","City Election","EAST","DISTRICT","WARD 8 - CITY ONLY","WARD 8 - CITY ONLY","BURLINGTON, VT","JOAN SHANNON","EMMA MULVANEY-STANAK","CHRISTOPHER HAESSLY","WILLIAM EMMONS","skipped"
"00008_00000_004929_","Ballot 10 - Type 10","City Election","EAST","DISTRICT","WARD 8 - CITY ONLY","WARD 8 - CITY ONLY","BURLINGTON, VT","EMMA MULVANEY-STANAK","JOAN SHANNON","CHRISTOPHER HAESSLY","WILLIAM EMMONS","skipped"
"00008_00000_219640_","Ballot 10 - Type 10","City Election","EAST","DISTRICT","WARD 8 - CITY ONLY","WARD 8 - CITY ONLY","BURLINGTON, VT","JOAN SHANNON","skipped","skipped","skipped","skipped"
"00008_00000_376605_","Ballot 10 - Type 10","City Election","EAST","DISTRICT","WARD 8 - CITY ONLY","WARD 8 - CITY ONLY","BURLINGTON, VT","EMMA MULVANEY-STANAK","WILLIAM EMMONS","CHRISTOPHER HAESSLY","JOAN SHANNON","skipped"
"00008_00000_428003_","Ballot 10 - Type 10","City Election","EAST","DISTRICT","WARD 8 - CITY ONLY","WARD 8 - CITY ONLY","BURLINGTON, VT","EMMA MULVANEY-STANAK","CHRISTOPHER HAESSLY","skipped","skipped","skipped"
